,episode,url,start_timestamp,start,end,question,context
227,Episode 48,https://www.youtube.com/watch?v=wzcByRsP7VE,27:43:00,1663,0,529 contributions vs maxing 401(k),
228,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,6:15,375,847,Is the fed making a mistake by throwing us into a recession?,
229,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,14:07,847,1167,Consequences of 7% mortgage rates.,
230,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,19:27,1167,1411,Monetary policy during inflation.,
231,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,23:31,1411,1612,Why are workers being blamed for inflation?,
232,Episode 49,https://www.youtube.com/watch?v=NWkrOwCORcI,26:52:00,1612,0,How Ben and Cullen would run the fed.,
233,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,4:42,282,740,Sitting in bonds vs sitting in stocks.,
234,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,12:20,740,1056,If or when to lower 401k contributions.,
235,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,17:36,1056,1484,How to plan for future tax rates.,
236,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,24:44:00,1484,1834,The wash sale rule.,
237,Episode 50,https://www.youtube.com/watch?v=puX8qtJqRDU,30:34:00,1834,0,Allocating contributions.,
238,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,4:47,287,710,How asset allocation strategy should change with net wortth.,
239,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,11:50,710,890,Real returns for bonds.,
240,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,14:50,890,1258,I bonds.,
241,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,20:58,1258,1540,Retirement planning.,
242,Episode 51,https://www.youtube.com/watch?v=Mz78NmTudw0,25:40:00,1540,0,Monte Carlo analysis.,
243,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,4:42,282,740,Sitting in bonds vs sitting in stocks.,
244,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,12:20,740,1056,If or when to lower 401k contributions.,
245,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,17:36,1056,1484,How to plan for future tax rates.,
246,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,24:44:00,1484,1834,The wash sale rule.,
247,Episode 52,https://www.youtube.com/watch?v=puX8qtJqRDU,30:34:00,1834,0,Allocating contributions.,
248,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,3:59,239,433," As a young person, should I buy some bonds or buy beaten down stocks?",
249,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,7:13,433,952,Can you talk about the decision of buying individual bonds versus  bond ETFs?,
250,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,15:52,952,1404,What can I do with my adopted kid's monthly income so that he gets a large chunk at 18?,
251,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,23:24,1404,1720,How should someone living with an auto immune disease be thinking about life expectancy and how that relates to when we should retire?,
252,Episode 53,https://www.youtube.com/watch?v=xlV7xQFxW4w,28:40:00,1720,0,How do I plan for an expected income jump?,
253,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,2:45,165,536,Leverage in real estate.,
254,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,8:56,536,840,The wealth effect,
255,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,14:00,840,1103,T Bonds.,
256,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,18:23,1103,1350,Tax loss harvesting.,
257,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,22:30,1350,1674,Withdrawing a 401k.,
258,Episode 54,https://www.youtube.com/watch?v=BNYXVFuqzks,27:54:00,1674,0,Offsetting capital gains.,
259,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,2:06,126,454,Are Bonds ever Wrong?,
260,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,7:34,454,759,T bills vs. Savings Account?,
261,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,12:39,759,1066,Bonds and Rate Changes,
262,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,17:46,1066,1520,Private Equity?,
263,Episode 55,https://www.youtube.com/watch?v=pnM2OvHxM04,25:20:00,1520,0,Younger Financial Advisors,
264,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,2:25,145,390,What to do with extra cash.,
265,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,6:30,390,680,Inflation,
266,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,11:20,680,1115,Publicly traded REITs vs non traded.,
267,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,18:35,1115,1470,Strongest performing sectors out of this market downturn.,
268,Episode 56,https://www.youtube.com/watch?v=wPpKb2tcqpI,24:30:00,1470,0,Selling pressure.,
269,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,1:25,85,292,Stock Market predictions for 2023.,
270,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,4:52,292,594,Why higher inflation should be good for stocks.,
271,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,9:54,594,835,offsetting capital gains.,
272,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,13:55,835,1045,Mutual funds to ETFs.,
273,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,17:25,1045,1315,Changing asset allocation with increasing net worth.,
274,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,21:55,1315,1558,Roth contributions.,
275,Episode 57,https://www.youtube.com/watch?v=JlH6e_CiREY,25:58:00,1558,0,What to look for in a CPA/Tax planner.,
276,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,9:20,560,775,Deflation vs Inflation.,
277,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,12:55,775,1103,Is the Stock Market a Ponzi Scheme?,
278,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,18:23,1103,1363,Emergency funds.,
279,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,22:43,1363,1586,Using banked PTO as an emergency fund.,
280,Episode 58,https://www.youtube.com/watch?v=HrG8N0Vqjms,26:26:00,1586,0,Investing AFTER Retirement.,
281,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,1:12,72,345,Sitting in cash.,
282,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,5:45,345,640,Buying real estate when moving.,
283,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,10:40,640,970,Reinvesting dividends.,
284,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,16:10,970,1282,Saving money on taxes.,
285,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,21:22,1282,1597,Roth IRA contributions.,
286,Episode 59,https://www.youtube.com/watch?v=Zeco7PecniE,26:37:00,1597,0,When to hire an accountant.,
287,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,1:47,107,215,Is a 100% stock portfolio crazy?,
288,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,3:35,215,585,Why own bonds?,
289,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,9:45,585,870,Structuring a portfolio when you've already won.,
290,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,14:30,870,1178,Backdoor Roth conversions.,
291,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,19:38,1178,1542,Tax considerations for parents.,
292,Episode 60,https://www.youtube.com/watch?v=K9HiRf26H4I,25:42:00,1542,0," Roth, traditional, and backdoor Roth.",
293,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,2:56,176,443,Adding bonds to a 100% stock portfolio,
294,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,7:23,443,670,Is having a pension and annuity a substitute for bonds?,
295,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,11:10,670,1103,Can the stock market grow forever?,
296,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,18:23,1103,1698,Whole life insurance.,
297,Episode 61,https://www.youtube.com/watch?v=dYQAYc26bm0,28:18:00,1698,0,Saving for kids.,
